Id,SampleInt,SampleDecimal,SampleString,SampleBool
3650,3649,3.649,3649,0
3651,3650,3.650,3650,1
3652,3651,3.651,3651,0
3653,3652,3.652,3652,1
3654,3653,3.653,3653,0
3655,3654,3.654,3654,1
3656,3655,3.655,3655,0
3657,3656,3.656,3656,1
3658,3657,3.657,3657,0
3659,3658,3.658,3658,1
3660,3659,3.659,3659,0
3661,3660,3.660,3660,1
3662,3661,3.661,3661,0
3663,3662,3.662,3662,1
3664,3663,3.663,3663,0
3665,3664,3.664,3664,1
3666,3665,3.665,3665,0
3667,3666,3.666,3666,1
3668,3667,3.667,3667,0
3669,3668,3.668,3668,1
3670,3669,3.669,3669,0
3671,3670,3.670,3670,1
3672,3671,3.671,3671,0
3673,3672,3.672,3672,1
3674,3673,3.673,3673,0
3675,3674,3.674,3674,1
3676,3675,3.675,3675,0
3677,3676,3.676,3676,1
3678,3677,3.677,3677,0
3679,3678,3.678,3678,1
3680,3679,3.679,3679,0
3681,3680,3.680,3680,1
3682,3681,3.681,3681,0
3683,3682,3.682,3682,1
3684,3683,3.683,3683,0
3685,3684,3.684,3684,1
3686,3685,3.685,3685,0
3687,3686,3.686,3686,1
3688,3687,3.687,3687,0
3689,3688,3.688,3688,1
3690,3689,3.689,3689,0
3691,3690,3.690,3690,1
3692,3691,3.691,3691,0
3693,3692,3.692,3692,1
3694,3693,3.693,3693,0
3695,3694,3.694,3694,1
3696,3695,3.695,3695,0
3697,3696,3.696,3696,1
3698,3697,3.697,3697,0
3699,3698,3.698,3698,1
3700,3699,3.699,3699,0
3701,3700,3.700,3700,1
3702,3701,3.701,3701,0
3703,3702,3.702,3702,1
3704,3703,3.703,3703,0
3705,3704,3.704,3704,1
3706,3705,3.705,3705,0
3707,3706,3.706,3706,1
3708,3707,3.707,3707,0
3709,3708,3.708,3708,1
3710,3709,3.709,3709,0
3711,3710,3.710,3710,1
3712,3711,3.711,3711,0
3713,3712,3.712,3712,1
3714,3713,3.713,3713,0
3715,3714,3.714,3714,1
3716,3715,3.715,3715,0
3717,3716,3.716,3716,1
3718,3717,3.717,3717,0
3719,3718,3.718,3718,1
3720,3719,3.719,3719,0
3721,3720,3.720,3720,1
3722,3721,3.721,3721,0
3723,3722,3.722,3722,1
3724,3723,3.723,3723,0
3725,3724,3.724,3724,1
3726,3725,3.725,3725,0
3727,3726,3.726,3726,1
3728,3727,3.727,3727,0
3729,3728,3.728,3728,1
3730,3729,3.729,3729,0
3731,3730,3.730,3730,1
3732,3731,3.731,3731,0
3733,3732,3.732,3732,1
3734,3733,3.733,3733,0
3735,3734,3.734,3734,1
3736,3735,3.735,3735,0
3737,3736,3.736,3736,1
3738,3737,3.737,3737,0
3739,3738,3.738,3738,1
3740,3739,3.739,3739,0
3741,3740,3.740,3740,1
3742,3741,3.741,3741,0
3743,3742,3.742,3742,1
3744,3743,3.743,3743,0
3745,3744,3.744,3744,1
3746,3745,3.745,3745,0
3747,3746,3.746,3746,1
3748,3747,3.747,3747,0
3749,3748,3.748,3748,1
3750,3749,3.749,3749,0
3751,3750,3.750,3750,1
3752,3751,3.751,3751,0
3753,3752,3.752,3752,1
3754,3753,3.753,3753,0
3755,3754,3.754,3754,1
3756,3755,3.755,3755,0
3757,3756,3.756,3756,1
3758,3757,3.757,3757,0
3759,3758,3.758,3758,1
3760,3759,3.759,3759,0
3761,3760,3.760,3760,1
3762,3761,3.761,3761,0
3763,3762,3.762,3762,1
3764,3763,3.763,3763,0
3765,3764,3.764,3764,1
3766,3765,3.765,3765,0
3767,3766,3.766,3766,1
3768,3767,3.767,3767,0
3769,3768,3.768,3768,1
3770,3769,3.769,3769,0
3771,3770,3.770,3770,1
3772,3771,3.771,3771,0
3773,3772,3.772,3772,1
3774,3773,3.773,3773,0
3775,3774,3.774,3774,1
3776,3775,3.775,3775,0
3777,3776,3.776,3776,1
3778,3777,3.777,3777,0
3779,3778,3.778,3778,1
3780,3779,3.779,3779,0
3781,3780,3.780,3780,1
3782,3781,3.781,3781,0
3783,3782,3.782,3782,1
3784,3783,3.783,3783,0
3785,3784,3.784,3784,1
3786,3785,3.785,3785,0
3787,3786,3.786,3786,1
3788,3787,3.787,3787,0
3789,3788,3.788,3788,1
3790,3789,3.789,3789,0
3791,3790,3.790,3790,1
3792,3791,3.791,3791,0
3793,3792,3.792,3792,1
3794,3793,3.793,3793,0
3795,3794,3.794,3794,1
3796,3795,3.795,3795,0
3797,3796,3.796,3796,1
3798,3797,3.797,3797,0
3799,3798,3.798,3798,1
3800,3799,3.799,3799,0
3801,3800,3.800,3800,1
3802,3801,3.801,3801,0
3803,3802,3.802,3802,1
3804,3803,3.803,3803,0
3805,3804,3.804,3804,1
3806,3805,3.805,3805,0
3807,3806,3.806,3806,1
3808,3807,3.807,3807,0
3809,3808,3.808,3808,1
3810,3809,3.809,3809,0
3811,3810,3.810,3810,1
3812,3811,3.811,3811,0
3813,3812,3.812,3812,1
3814,3813,3.813,3813,0
3815,3814,3.814,3814,1
3816,3815,3.815,3815,0
3817,3816,3.816,3816,1
3818,3817,3.817,3817,0
3819,3818,3.818,3818,1
3820,3819,3.819,3819,0
3821,3820,3.820,3820,1
3822,3821,3.821,3821,0
3823,3822,3.822,3822,1
3824,3823,3.823,3823,0
3825,3824,3.824,3824,1
3826,3825,3.825,3825,0
3827,3826,3.826,3826,1
3828,3827,3.827,3827,0
3829,3828,3.828,3828,1
3830,3829,3.829,3829,0
3831,3830,3.830,3830,1
3832,3831,3.831,3831,0
3833,3832,3.832,3832,1
3834,3833,3.833,3833,0
3835,3834,3.834,3834,1
3836,3835,3.835,3835,0
3837,3836,3.836,3836,1
3838,3837,3.837,3837,0
3839,3838,3.838,3838,1
3840,3839,3.839,3839,0
3841,3840,3.840,3840,1
3842,3841,3.841,3841,0
3843,3842,3.842,3842,1
3844,3843,3.843,3843,0
3845,3844,3.844,3844,1
3846,3845,3.845,3845,0
3847,3846,3.846,3846,1
3848,3847,3.847,3847,0
3849,3848,3.848,3848,1
3850,3849,3.849,3849,0
3851,3850,3.850,3850,1
3852,3851,3.851,3851,0
3853,3852,3.852,3852,1
3854,3853,3.853,3853,0
3855,3854,3.854,3854,1
3856,3855,3.855,3855,0
3857,3856,3.856,3856,1
3858,3857,3.857,3857,0
3859,3858,3.858,3858,1
3860,3859,3.859,3859,0
3861,3860,3.860,3860,1
3862,3861,3.861,3861,0
3863,3862,3.862,3862,1
3864,3863,3.863,3863,0
3865,3864,3.864,3864,1
3866,3865,3.865,3865,0
3867,3866,3.866,3866,1
3868,3867,3.867,3867,0
3869,3868,3.868,3868,1
3870,3869,3.869,3869,0
3871,3870,3.870,3870,1
3872,3871,3.871,3871,0
3873,3872,3.872,3872,1
3874,3873,3.873,3873,0
3875,3874,3.874,3874,1
3876,3875,3.875,3875,0
3877,3876,3.876,3876,1
3878,3877,3.877,3877,0
3879,3878,3.878,3878,1
3880,3879,3.879,3879,0
3881,3880,3.880,3880,1
3882,3881,3.881,3881,0
3883,3882,3.882,3882,1
3884,3883,3.883,3883,0
3885,3884,3.884,3884,1
3886,3885,3.885,3885,0
3887,3886,3.886,3886,1
3888,3887,3.887,3887,0
3889,3888,3.888,3888,1
3890,3889,3.889,3889,0
3891,3890,3.890,3890,1
3892,3891,3.891,3891,0
3893,3892,3.892,3892,1
3894,3893,3.893,3893,0
3895,3894,3.894,3894,1
3896,3895,3.895,3895,0
3897,3896,3.896,3896,1
3898,3897,3.897,3897,0
3899,3898,3.898,3898,1
3900,3899,3.899,3899,0
3901,3900,3.900,3900,1
3902,3901,3.901,3901,0
3903,3902,3.902,3902,1
3904,3903,3.903,3903,0
3905,3904,3.904,3904,1
3906,3905,3.905,3905,0
3907,3906,3.906,3906,1
3908,3907,3.907,3907,0
3909,3908,3.908,3908,1
3910,3909,3.909,3909,0
3911,3910,3.910,3910,1
3912,3911,3.911,3911,0
3913,3912,3.912,3912,1
3914,3913,3.913,3913,0
3915,3914,3.914,3914,1
3916,3915,3.915,3915,0
3917,3916,3.916,3916,1
3918,3917,3.917,3917,0
3919,3918,3.918,3918,1
3920,3919,3.919,3919,0
3921,3920,3.920,3920,1
3922,3921,3.921,3921,0
3923,3922,3.922,3922,1
3924,3923,3.923,3923,0
3925,3924,3.924,3924,1
3926,3925,3.925,3925,0
3927,3926,3.926,3926,1
3928,3927,3.927,3927,0
3929,3928,3.928,3928,1
3930,3929,3.929,3929,0
3931,3930,3.930,3930,1
3932,3931,3.931,3931,0
3933,3932,3.932,3932,1
3934,3933,3.933,3933,0
3935,3934,3.934,3934,1
3936,3935,3.935,3935,0
3937,3936,3.936,3936,1
3938,3937,3.937,3937,0
3939,3938,3.938,3938,1
3940,3939,3.939,3939,0
3941,3940,3.940,3940,1
3942,3941,3.941,3941,0
3943,3942,3.942,3942,1
3944,3943,3.943,3943,0
3945,3944,3.944,3944,1
3946,3945,3.945,3945,0
3947,3946,3.946,3946,1
3948,3947,3.947,3947,0
3949,3948,3.948,3948,1
3950,3949,3.949,3949,0
3951,3950,3.950,3950,1
3952,3951,3.951,3951,0
3953,3952,3.952,3952,1
3954,3953,3.953,3953,0
3955,3954,3.954,3954,1
3956,3955,3.955,3955,0
3957,3956,3.956,3956,1
3958,3957,3.957,3957,0
3959,3958,3.958,3958,1
3960,3959,3.959,3959,0
3961,3960,3.960,3960,1
3962,3961,3.961,3961,0
3963,3962,3.962,3962,1
3964,3963,3.963,3963,0
3965,3964,3.964,3964,1
3966,3965,3.965,3965,0
3967,3966,3.966,3966,1
3968,3967,3.967,3967,0
3969,3968,3.968,3968,1
3970,3969,3.969,3969,0
3971,3970,3.970,3970,1
3972,3971,3.971,3971,0
3973,3972,3.972,3972,1
3974,3973,3.973,3973,0
3975,3974,3.974,3974,1
3976,3975,3.975,3975,0
3977,3976,3.976,3976,1
3978,3977,3.977,3977,0
3979,3978,3.978,3978,1
3980,3979,3.979,3979,0
3981,3980,3.980,3980,1
3982,3981,3.981,3981,0
3983,3982,3.982,3982,1
3984,3983,3.983,3983,0
3985,3984,3.984,3984,1
3986,3985,3.985,3985,0
3987,3986,3.986,3986,1
3988,3987,3.987,3987,0
3989,3988,3.988,3988,1
3990,3989,3.989,3989,0
3991,3990,3.990,3990,1
3992,3991,3.991,3991,0
3993,3992,3.992,3992,1
3994,3993,3.993,3993,0
3995,3994,3.994,3994,1
3996,3995,3.995,3995,0
3997,3996,3.996,3996,1
3998,3997,3.997,3997,0
3999,3998,3.998,3998,1
4000,3999,3.999,3999,0
4001,4000,4.000,4000,1
4002,4001,4.001,4001,0
4003,4002,4.002,4002,1
4004,4003,4.003,4003,0
4005,4004,4.004,4004,1
4006,4005,4.005,4005,0
4007,4006,4.006,4006,1
4008,4007,4.007,4007,0
4009,4008,4.008,4008,1
4010,4009,4.009,4009,0
4011,4010,4.010,4010,1
4012,4011,4.011,4011,0
4013,4012,4.012,4012,1
4014,4013,4.013,4013,0
4015,4014,4.014,4014,1
4016,4015,4.015,4015,0
4017,4016,4.016,4016,1
4018,4017,4.017,4017,0
4019,4018,4.018,4018,1
4020,4019,4.019,4019,0
4021,4020,4.020,4020,1
4022,4021,4.021,4021,0
4023,4022,4.022,4022,1
4024,4023,4.023,4023,0
4025,4024,4.024,4024,1
4026,4025,4.025,4025,0
4027,4026,4.026,4026,1
4028,4027,4.027,4027,0
4029,4028,4.028,4028,1
4030,4029,4.029,4029,0
4031,4030,4.030,4030,1
4032,4031,4.031,4031,0
4033,4032,4.032,4032,1
4034,4033,4.033,4033,0
4035,4034,4.034,4034,1
4036,4035,4.035,4035,0
4037,4036,4.036,4036,1
4038,4037,4.037,4037,0
4039,4038,4.038,4038,1
4040,4039,4.039,4039,0
4041,4040,4.040,4040,1
4042,4041,4.041,4041,0
4043,4042,4.042,4042,1
4044,4043,4.043,4043,0
4045,4044,4.044,4044,1
4046,4045,4.045,4045,0
4047,4046,4.046,4046,1
4048,4047,4.047,4047,0
4049,4048,4.048,4048,1
4050,4049,4.049,4049,0
4051,4050,4.050,4050,1
4052,4051,4.051,4051,0
4053,4052,4.052,4052,1
4054,4053,4.053,4053,0
4055,4054,4.054,4054,1
4056,4055,4.055,4055,0
4057,4056,4.056,4056,1
4058,4057,4.057,4057,0
4059,4058,4.058,4058,1
4060,4059,4.059,4059,0
4061,4060,4.060,4060,1
4062,4061,4.061,4061,0
4063,4062,4.062,4062,1
4064,4063,4.063,4063,0
4065,4064,4.064,4064,1
4066,4065,4.065,4065,0
4067,4066,4.066,4066,1
4068,4067,4.067,4067,0
4069,4068,4.068,4068,1
4070,4069,4.069,4069,0
4071,4070,4.070,4070,1
4072,4071,4.071,4071,0
4073,4072,4.072,4072,1
4074,4073,4.073,4073,0
4075,4074,4.074,4074,1
4076,4075,4.075,4075,0
4077,4076,4.076,4076,1
4078,4077,4.077,4077,0
4079,4078,4.078,4078,1
4080,4079,4.079,4079,0
4081,4080,4.080,4080,1
4082,4081,4.081,4081,0
4083,4082,4.082,4082,1
4084,4083,4.083,4083,0
4085,4084,4.084,4084,1
4086,4085,4.085,4085,0
4087,4086,4.086,4086,1
4088,4087,4.087,4087,0
4089,4088,4.088,4088,1
4090,4089,4.089,4089,0
4091,4090,4.090,4090,1
4092,4091,4.091,4091,0
4093,4092,4.092,4092,1
4094,4093,4.093,4093,0
4095,4094,4.094,4094,1
4096,4095,4.095,4095,0
4097,4096,4.096,4096,1
4098,4097,4.097,4097,0
4099,4098,4.098,4098,1
4100,4099,4.099,4099,0
4101,4100,4.100,4100,1
4102,4101,4.101,4101,0
4103,4102,4.102,4102,1
4104,4103,4.103,4103,0
4105,4104,4.104,4104,1
4106,4105,4.105,4105,0
4107,4106,4.106,4106,1
4108,4107,4.107,4107,0
4109,4108,4.108,4108,1
4110,4109,4.109,4109,0
4111,4110,4.110,4110,1
4112,4111,4.111,4111,0
4113,4112,4.112,4112,1
4114,4113,4.113,4113,0
4115,4114,4.114,4114,1
4116,4115,4.115,4115,0
4117,4116,4.116,4116,1
4118,4117,4.117,4117,0
4119,4118,4.118,4118,1
4120,4119,4.119,4119,0
4121,4120,4.120,4120,1
4122,4121,4.121,4121,0
4123,4122,4.122,4122,1
4124,4123,4.123,4123,0
4125,4124,4.124,4124,1
4126,4125,4.125,4125,0
4127,4126,4.126,4126,1
4128,4127,4.127,4127,0
4129,4128,4.128,4128,1
4130,4129,4.129,4129,0
4131,4130,4.130,4130,1
4132,4131,4.131,4131,0
4133,4132,4.132,4132,1
4134,4133,4.133,4133,0
4135,4134,4.134,4134,1
4136,4135,4.135,4135,0
4137,4136,4.136,4136,1
4138,4137,4.137,4137,0
4139,4138,4.138,4138,1
4140,4139,4.139,4139,0
4141,4140,4.140,4140,1
4142,4141,4.141,4141,0
4143,4142,4.142,4142,1
4144,4143,4.143,4143,0
4145,4144,4.144,4144,1
4146,4145,4.145,4145,0
4147,4146,4.146,4146,1
4148,4147,4.147,4147,0
4149,4148,4.148,4148,1
4150,4149,4.149,4149,0
4151,4150,4.150,4150,1
4152,4151,4.151,4151,0
4153,4152,4.152,4152,1
4154,4153,4.153,4153,0
4155,4154,4.154,4154,1
4156,4155,4.155,4155,0
4157,4156,4.156,4156,1
4158,4157,4.157,4157,0
4159,4158,4.158,4158,1
4160,4159,4.159,4159,0
4161,4160,4.160,4160,1
4162,4161,4.161,4161,0
4163,4162,4.162,4162,1
4164,4163,4.163,4163,0
4165,4164,4.164,4164,1
4166,4165,4.165,4165,0
4167,4166,4.166,4166,1
4168,4167,4.167,4167,0
4169,4168,4.168,4168,1
4170,4169,4.169,4169,0
4171,4170,4.170,4170,1
4172,4171,4.171,4171,0
4173,4172,4.172,4172,1
4174,4173,4.173,4173,0
4175,4174,4.174,4174,1
4176,4175,4.175,4175,0
4177,4176,4.176,4176,1
4178,4177,4.177,4177,0
4179,4178,4.178,4178,1
4180,4179,4.179,4179,0
4181,4180,4.180,4180,1
4182,4181,4.181,4181,0
4183,4182,4.182,4182,1
4184,4183,4.183,4183,0
4185,4184,4.184,4184,1
4186,4185,4.185,4185,0
4187,4186,4.186,4186,1
4188,4187,4.187,4187,0
4189,4188,4.188,4188,1
4190,4189,4.189,4189,0
4191,4190,4.190,4190,1
4192,4191,4.191,4191,0
4193,4192,4.192,4192,1
4194,4193,4.193,4193,0
4195,4194,4.194,4194,1
4196,4195,4.195,4195,0
4197,4196,4.196,4196,1
4198,4197,4.197,4197,0
4199,4198,4.198,4198,1
4200,4199,4.199,4199,0
4201,4200,4.200,4200,1
4202,4201,4.201,4201,0
4203,4202,4.202,4202,1
4204,4203,4.203,4203,0
4205,4204,4.204,4204,1
4206,4205,4.205,4205,0
4207,4206,4.206,4206,1
4208,4207,4.207,4207,0
4209,4208,4.208,4208,1
4210,4209,4.209,4209,0
4211,4210,4.210,4210,1
4212,4211,4.211,4211,0
4213,4212,4.212,4212,1
4214,4213,4.213,4213,0
4215,4214,4.214,4214,1
4216,4215,4.215,4215,0
4217,4216,4.216,4216,1
4218,4217,4.217,4217,0
4219,4218,4.218,4218,1
4220,4219,4.219,4219,0
4221,4220,4.220,4220,1
4222,4221,4.221,4221,0
4223,4222,4.222,4222,1
4224,4223,4.223,4223,0
4225,4224,4.224,4224,1
4226,4225,4.225,4225,0
4227,4226,4.226,4226,1
4228,4227,4.227,4227,0
4229,4228,4.228,4228,1
4230,4229,4.229,4229,0
4231,4230,4.230,4230,1
4232,4231,4.231,4231,0
4233,4232,4.232,4232,1
4234,4233,4.233,4233,0
4235,4234,4.234,4234,1
4236,4235,4.235,4235,0
4237,4236,4.236,4236,1
4238,4237,4.237,4237,0
4239,4238,4.238,4238,1
4240,4239,4.239,4239,0
4241,4240,4.240,4240,1
4242,4241,4.241,4241,0
4243,4242,4.242,4242,1
4244,4243,4.243,4243,0
4245,4244,4.244,4244,1
4246,4245,4.245,4245,0
4247,4246,4.246,4246,1
4248,4247,4.247,4247,0
4249,4248,4.248,4248,1
4250,4249,4.249,4249,0
4251,4250,4.250,4250,1
4252,4251,4.251,4251,0
4253,4252,4.252,4252,1
4254,4253,4.253,4253,0
4255,4254,4.254,4254,1
4256,4255,4.255,4255,0
4257,4256,4.256,4256,1
4258,4257,4.257,4257,0
4259,4258,4.258,4258,1
4260,4259,4.259,4259,0
4261,4260,4.260,4260,1
4262,4261,4.261,4261,0
4263,4262,4.262,4262,1
4264,4263,4.263,4263,0
4265,4264,4.264,4264,1
4266,4265,4.265,4265,0
4267,4266,4.266,4266,1
4268,4267,4.267,4267,0
4269,4268,4.268,4268,1
4270,4269,4.269,4269,0
4271,4270,4.270,4270,1
4272,4271,4.271,4271,0
4273,4272,4.272,4272,1
4274,4273,4.273,4273,0
4275,4274,4.274,4274,1
4276,4275,4.275,4275,0
4277,4276,4.276,4276,1
4278,4277,4.277,4277,0
4279,4278,4.278,4278,1
4280,4279,4.279,4279,0
4281,4280,4.280,4280,1
4282,4281,4.281,4281,0
4283,4282,4.282,4282,1
4284,4283,4.283,4283,0
4285,4284,4.284,4284,1
4286,4285,4.285,4285,0
4287,4286,4.286,4286,1
4288,4287,4.287,4287,0
4289,4288,4.288,4288,1
4290,4289,4.289,4289,0
4291,4290,4.290,4290,1
4292,4291,4.291,4291,0
4293,4292,4.292,4292,1
4294,4293,4.293,4293,0
4295,4294,4.294,4294,1
4296,4295,4.295,4295,0
4297,4296,4.296,4296,1
4298,4297,4.297,4297,0
4299,4298,4.298,4298,1
4300,4299,4.299,4299,0
4301,4300,4.300,4300,1
4302,4301,4.301,4301,0
4303,4302,4.302,4302,1
4304,4303,4.303,4303,0
4305,4304,4.304,4304,1
4306,4305,4.305,4305,0
4307,4306,4.306,4306,1
4308,4307,4.307,4307,0
4309,4308,4.308,4308,1
4310,4309,4.309,4309,0
4311,4310,4.310,4310,1
4312,4311,4.311,4311,0
4313,4312,4.312,4312,1
4314,4313,4.313,4313,0
4315,4314,4.314,4314,1
4316,4315,4.315,4315,0
4317,4316,4.316,4316,1
4318,4317,4.317,4317,0
4319,4318,4.318,4318,1
4320,4319,4.319,4319,0
4321,4320,4.320,4320,1
4322,4321,4.321,4321,0
4323,4322,4.322,4322,1
4324,4323,4.323,4323,0
4325,4324,4.324,4324,1
4326,4325,4.325,4325,0
4327,4326,4.326,4326,1
4328,4327,4.327,4327,0
4329,4328,4.328,4328,1
4330,4329,4.329,4329,0
4331,4330,4.330,4330,1
4332,4331,4.331,4331,0
4333,4332,4.332,4332,1
4334,4333,4.333,4333,0
4335,4334,4.334,4334,1
4336,4335,4.335,4335,0
4337,4336,4.336,4336,1
4338,4337,4.337,4337,0
4339,4338,4.338,4338,1
4340,4339,4.339,4339,0
4341,4340,4.340,4340,1
4342,4341,4.341,4341,0
4343,4342,4.342,4342,1
4344,4343,4.343,4343,0
4345,4344,4.344,4344,1
4346,4345,4.345,4345,0
4347,4346,4.346,4346,1
4348,4347,4.347,4347,0
4349,4348,4.348,4348,1
4350,4349,4.349,4349,0
4351,4350,4.350,4350,1
4352,4351,4.351,4351,0
4353,4352,4.352,4352,1
4354,4353,4.353,4353,0
4355,4354,4.354,4354,1
4356,4355,4.355,4355,0
4357,4356,4.356,4356,1
4358,4357,4.357,4357,0
4359,4358,4.358,4358,1
4360,4359,4.359,4359,0
4361,4360,4.360,4360,1
4362,4361,4.361,4361,0
4363,4362,4.362,4362,1
4364,4363,4.363,4363,0
4365,4364,4.364,4364,1
4366,4365,4.365,4365,0
4367,4366,4.366,4366,1
4368,4367,4.367,4367,0
4369,4368,4.368,4368,1
4370,4369,4.369,4369,0
4371,4370,4.370,4370,1
4372,4371,4.371,4371,0
4373,4372,4.372,4372,1
4374,4373,4.373,4373,0
4375,4374,4.374,4374,1
4376,4375,4.375,4375,0
4377,4376,4.376,4376,1
4378,4377,4.377,4377,0
4379,4378,4.378,4378,1
4380,4379,4.379,4379,0
4381,4380,4.380,4380,1
4382,4381,4.381,4381,0
4383,4382,4.382,4382,1
4384,4383,4.383,4383,0
4385,4384,4.384,4384,1
4386,4385,4.385,4385,0
4387,4386,4.386,4386,1
4388,4387,4.387,4387,0
4389,4388,4.388,4388,1
4390,4389,4.389,4389,0
4391,4390,4.390,4390,1
4392,4391,4.391,4391,0
4393,4392,4.392,4392,1
4394,4393,4.393,4393,0
4395,4394,4.394,4394,1
4396,4395,4.395,4395,0
4397,4396,4.396,4396,1
4398,4397,4.397,4397,0
4399,4398,4.398,4398,1
4400,4399,4.399,4399,0
4401,4400,4.400,4400,1
4402,4401,4.401,4401,0
4403,4402,4.402,4402,1
4404,4403,4.403,4403,0
4405,4404,4.404,4404,1
4406,4405,4.405,4405,0
4407,4406,4.406,4406,1
4408,4407,4.407,4407,0
4409,4408,4.408,4408,1
4410,4409,4.409,4409,0
4411,4410,4.410,4410,1
4412,4411,4.411,4411,0
4413,4412,4.412,4412,1
4414,4413,4.413,4413,0
4415,4414,4.414,4414,1
4416,4415,4.415,4415,0
4417,4416,4.416,4416,1
4418,4417,4.417,4417,0
4419,4418,4.418,4418,1
4420,4419,4.419,4419,0
4421,4420,4.420,4420,1
4422,4421,4.421,4421,0
4423,4422,4.422,4422,1
4424,4423,4.423,4423,0
4425,4424,4.424,4424,1
4426,4425,4.425,4425,0
4427,4426,4.426,4426,1
4428,4427,4.427,4427,0
4429,4428,4.428,4428,1
4430,4429,4.429,4429,0
4431,4430,4.430,4430,1
4432,4431,4.431,4431,0
4433,4432,4.432,4432,1
4434,4433,4.433,4433,0
4435,4434,4.434,4434,1
4436,4435,4.435,4435,0
4437,4436,4.436,4436,1
4438,4437,4.437,4437,0
4439,4438,4.438,4438,1
4440,4439,4.439,4439,0
4441,4440,4.440,4440,1
4442,4441,4.441,4441,0
4443,4442,4.442,4442,1
4444,4443,4.443,4443,0
4445,4444,4.444,4444,1
4446,4445,4.445,4445,0
4447,4446,4.446,4446,1
4448,4447,4.447,4447,0
4449,4448,4.448,4448,1
4450,4449,4.449,4449,0
4451,4450,4.450,4450,1
4452,4451,4.451,4451,0
4453,4452,4.452,4452,1
4454,4453,4.453,4453,0
4455,4454,4.454,4454,1
4456,4455,4.455,4455,0
4457,4456,4.456,4456,1
4458,4457,4.457,4457,0
4459,4458,4.458,4458,1
4460,4459,4.459,4459,0
4461,4460,4.460,4460,1
4462,4461,4.461,4461,0
4463,4462,4.462,4462,1
4464,4463,4.463,4463,0
4465,4464,4.464,4464,1
4466,4465,4.465,4465,0
4467,4466,4.466,4466,1
4468,4467,4.467,4467,0
4469,4468,4.468,4468,1
4470,4469,4.469,4469,0
4471,4470,4.470,4470,1
4472,4471,4.471,4471,0
4473,4472,4.472,4472,1
4474,4473,4.473,4473,0
4475,4474,4.474,4474,1
4476,4475,4.475,4475,0
4477,4476,4.476,4476,1
4478,4477,4.477,4477,0
4479,4478,4.478,4478,1
4480,4479,4.479,4479,0
4481,4480,4.480,4480,1
4482,4481,4.481,4481,0
4483,4482,4.482,4482,1
4484,4483,4.483,4483,0
4485,4484,4.484,4484,1
4486,4485,4.485,4485,0
4487,4486,4.486,4486,1
4488,4487,4.487,4487,0
4489,4488,4.488,4488,1
4490,4489,4.489,4489,0
4491,4490,4.490,4490,1
4492,4491,4.491,4491,0
4493,4492,4.492,4492,1
4494,4493,4.493,4493,0
4495,4494,4.494,4494,1
4496,4495,4.495,4495,0
4497,4496,4.496,4496,1
4498,4497,4.497,4497,0
4499,4498,4.498,4498,1
4500,4499,4.499,4499,0
4501,4500,4.500,4500,1
4502,4501,4.501,4501,0
4503,4502,4.502,4502,1
4504,4503,4.503,4503,0
4505,4504,4.504,4504,1
4506,4505,4.505,4505,0
4507,4506,4.506,4506,1
4508,4507,4.507,4507,0
4509,4508,4.508,4508,1
4510,4509,4.509,4509,0
4511,4510,4.510,4510,1
4512,4511,4.511,4511,0
4513,4512,4.512,4512,1
4514,4513,4.513,4513,0
4515,4514,4.514,4514,1
4516,4515,4.515,4515,0
4517,4516,4.516,4516,1
4518,4517,4.517,4517,0
4519,4518,4.518,4518,1
4520,4519,4.519,4519,0
4521,4520,4.520,4520,1
4522,4521,4.521,4521,0
4523,4522,4.522,4522,1
4524,4523,4.523,4523,0
4525,4524,4.524,4524,1
4526,4525,4.525,4525,0
4527,4526,4.526,4526,1
4528,4527,4.527,4527,0
4529,4528,4.528,4528,1
4530,4529,4.529,4529,0
4531,4530,4.530,4530,1
4532,4531,4.531,4531,0
4533,4532,4.532,4532,1
4534,4533,4.533,4533,0
4535,4534,4.534,4534,1
4536,4535,4.535,4535,0
4537,4536,4.536,4536,1
4538,4537,4.537,4537,0
4539,4538,4.538,4538,1
4540,4539,4.539,4539,0
4541,4540,4.540,4540,1
4542,4541,4.541,4541,0
4543,4542,4.542,4542,1
4544,4543,4.543,4543,0
4545,4544,4.544,4544,1
4546,4545,4.545,4545,0
4547,4546,4.546,4546,1
4548,4547,4.547,4547,0
4549,4548,4.548,4548,1
4550,4549,4.549,4549,0
4551,4550,4.550,4550,1
4552,4551,4.551,4551,0
4553,4552,4.552,4552,1
4554,4553,4.553,4553,0
4555,4554,4.554,4554,1
4556,4555,4.555,4555,0
4557,4556,4.556,4556,1
4558,4557,4.557,4557,0
4559,4558,4.558,4558,1
4560,4559,4.559,4559,0
4561,4560,4.560,4560,1
4562,4561,4.561,4561,0
4563,4562,4.562,4562,1
4564,4563,4.563,4563,0
4565,4564,4.564,4564,1
4566,4565,4.565,4565,0
4567,4566,4.566,4566,1
4568,4567,4.567,4567,0
4569,4568,4.568,4568,1
4570,4569,4.569,4569,0
4571,4570,4.570,4570,1
4572,4571,4.571,4571,0
4573,4572,4.572,4572,1
4574,4573,4.573,4573,0
4575,4574,4.574,4574,1
4576,4575,4.575,4575,0
4577,4576,4.576,4576,1
4578,4577,4.577,4577,0
4579,4578,4.578,4578,1
4580,4579,4.579,4579,0
